Date,Stock_name,Transaction_price,Event,Total_unit,Net_worth
2021-02-11,JSWENERGY.BO,0,Buy,523419.0,38471350.62411328
2021-02-11,JSWENERGY.BO,2036099.9898674013,Sell,523419.0,38685953.931593895
2021-02-18,GSPL.NS,0,Buy,159859.0,38685953.931593895
2021-02-18,GSPL.NS,2073371.1812149049,Sell,159859.0,39394128.374677084
2021-03-02,JSWENERGY.BO,0,Buy,516305.0,39394128.374677084
2021-03-02,JSWENERGY.BO,2230437.6393909454,Sell,516305.0,42378370.44746723
2021-03-04,GSPL.NS,0,Buy,154103.0,42378370.44746723
2021-03-04,GSPL.NS,2273404.413442993,Sell,154103.0,43194729.3028841
2021-03-08,JSWENERGY.BO,0,Buy,525803.0,43194729.3028841
2021-03-08,JSWENERGY.BO,2289872.024884415,Sell,525803.0,43507580.52337627
2021-03-19,NTPC.NS,0,Buy,425086.0,43507580.52337627
2021-03-19,NTPC.NS,2306091.5500000003,Sell,425086.0,43815768.522006035
2021-03-30,YESBANK.NS,0,Buy,3096520.0,43815768.522006035
2021-03-30,YESBANK.NS,2523663.681877136,Sell,3096520.0,47949621.65890026
2021-04-01,JSWSTEEL.NS,0,Buy,101901.0,47949621.65890026
2021-04-01,JSWSTEEL.NS,2592106.6875,Sell,101901.0,49250134.41530895
2021-04-08,JSWSTEEL.NS,0,Buy,86101.0,49250134.41530895
2021-04-08,JSWSTEEL.NS,2643731.0998962405,Sell,86101.0,50231253.31333752
2021-04-09,JSWENERGY.BO,0,Buy,558745.0,50231253.31333752
2021-04-09,JSWENERGY.BO,2797915.6301288605,Sell,558745.0,53160473.93320866
2021-04-13,SAIL.BO,0,Buy,625417.0,53160473.93320866
2021-04-13,SAIL.BO,2836265.999568939,Sell,625417.0,53889082.925018504
2021-04-22,SAIL.BO,0,Buy,608916.0,53889082.925018504
2021-04-22,SAIL.BO,2861905.2,Sell,608916.0,54376215.7250185
2021-04-26,SAIL.BO,0,Buy,573286.0,54376215.7250185
2021-04-26,SAIL.BO,2880762.1500000004,Sell,573286.0,54734520.34978352
2021-04-29,JSWSTEEL.NS,0,Buy,81450.0,54734520.34978352
2021-04-29,JSWSTEEL.NS,2958671.25,Sell,81450.0,56214874.09978352
2021-04-30,SAIL.BO,0,Buy,505529.0,56214874.09978352
2021-04-30,SAIL.BO,3019271.8753623962,Sell,505529.0,57366216.47442112
2021-05-03,YESBANK.NS,0,Buy,4464296.0,57366216.47442112
2021-05-03,YESBANK.NS,3102685.6348503116,Sell,4464296.0,58951038.233583264
2021-05-05,JSWENERGY.BO,0,Buy,527290.0,58951038.233583264
2021-05-05,JSWENERGY.BO,3143966.625,Sell,527290.0,59735380.49942189
2021-06-04,GSPL.NS,0,Buy,205984.0,59735380.49942189
2021-06-04,GSPL.NS,3173183.5828613285,Sell,205984.0,60290508.57378712
2021-06-07,YESBANK.NS,0,Buy,4353105.0,60290508.57378712
2021-06-07,YESBANK.NS,3275711.5540144444,Sell,4353105.0,62238522.18948379
2021-06-08,LAURUSLABS.NS,0,Buy,108240.0,62238522.18948379
2021-06-08,LAURUSLABS.NS,3294825.533935547,Sell,108240.0,62602207.33425918
2021-06-16,JSWENERGY.BO,0,Buy,401682.0,62602207.33425918
2021-06-16,JSWENERGY.BO,3313876.5,Sell,401682.0,62963718.68258682
2021-06-29,JSWENERGY.BO,0,Buy,416289.0,62963718.68258682
2021-06-29,JSWENERGY.BO,3379226.084541321,Sell,416289.0,64205303.038871914
2021-07-15,JSWENERGY.BO,0,Buy,368995.0,64205303.038871914
2021-07-15,JSWENERGY.BO,3481467.7686958313,Sell,368995.0,66148060.64409271
2021-07-22,JSWENERGY.BO,0,Buy,324414.0,66148060.64409271
2021-07-22,JSWENERGY.BO,3523947.075,Sell,324414.0,66955042.449158624
2021-07-23,JSWENERGY.BO,0,Buy,303101.0,66955042.449158624
2021-07-23,JSWENERGY.BO,3651609.251250458,Sell,303101.0,69380609.17289901
2021-07-30,LAURUSLABS.NS,0,Buy,115634.0,69380609.17289901
2021-07-30,LAURUSLABS.NS,3708960.5500000003,Sell,115634.0,70470459.62289901
2021-08-12,JSWENERGY.BO,0,Buy,312993.0,70470459.62289901
2021-08-12,JSWENERGY.BO,3747308.6447410583,Sell,312993.0,71198951.83333679
2021-08-25,JSWENERGY.BO,0,Buy,336478.0,71198951.83333679
2021-08-25,JSWENERGY.BO,3814819.325,Sell,336478.0,72481772.15463805
2021-08-31,BHARTIARTL.NS,0,Buy,115776.0,72481772.15463805
2021-08-31,BHARTIARTL.NS,3844052.5693359375,Sell,115776.0,73037207.58530211
2021-09-14,YESBANK.NS,0,Buy,6579928.0,73037207.58530211
2021-09-14,YESBANK.NS,4096005.117248917,Sell,6579928.0,77824101.50298819
2021-09-15,NTPC.NS,0,Buy,670897.0,77824101.50298819
2021-09-15,NTPC.NS,4166270.267629242,Sell,670897.0,79159184.58794379
2021-09-16,YESBANK.NS,0,Buy,6112678.0,79159184.58794379
2021-09-16,YESBANK.NS,4492818.27170496,Sell,6112678.0,85363552.81623884
2021-09-29,NTPC.NS,0,Buy,649646.0,85363552.81623884
2021-09-29,NTPC.NS,4568635.296743775,Sell,649646.0,86804143.01949506
2021-10-07,TATAMOTORS.NS,0,Buy,254482.0,86804143.01949506
2021-10-07,TATAMOTORS.NS,4790623.65,Sell,254482.0,91022180.61626019
2021-10-11,TATAMOTORS.NS,0,Buy,233300.0,91022180.61626019
2021-10-11,TATAMOTORS.NS,4849723.75,Sell,233300.0,92144938.29021038
2021-10-13,TATAMOTORS.NS,0,Buy,199060.0,92144938.29021038
2021-10-13,TATAMOTORS.NS,5045175.639251709,Sell,199060.0,95858402.65095867
2021-11-01,GSPL.NS,0,Buy,314547.0,95858402.65095867
2021-11-01,GSPL.NS,5090156.731507874,Sell,314547.0,96713182.29960828
2021-11-15,LAURUSLABS.NS,0,Buy,213494.0,96713182.29960828
2021-11-15,LAURUSLABS.NS,5241811.304693604,Sell,213494.0,99594815.08878674
2021-11-23,JSWENERGY.BO,0,Buy,351925.0,99594815.08878674
2021-11-23,JSWENERGY.BO,5433721.785202026,Sell,351925.0,103240754.00762524
2021-11-25,LAURUSLABS.NS,0,Buy,204234.0,103240754.00762524
2021-11-25,LAURUSLABS.NS,5463769.960345459,Sell,204234.0,103812096.25418895
